nome,nota,setor
MD2 Consultoria e Negócios,"4,1",Tecnologia da informação
Zetrasoft,"4,1",Tecnologia da informação
BWG,"4,0",Tecnologia da informação
GoBots,"4,4",Tecnologia da informação
Aktie Now,"4,2",Tecnologia da informação
SailPoint Technologies,"4,6",Tecnologia da informação
Hudl,"4,0",Tecnologia da informação
Galileo Financial Technologies,"4,1",Tecnologia da informação
Grupo Pulsati,"4,4",Tecnologia da informação
Z-Tech Brasil,"4,0",Tecnologia da informação
Helpware,"4,4",Tecnologia da informação
BossaBox,"4,7",Tecnologia da informação
Testlio,"4,2",Tecnologia da informação
Zyte,"4,5",Tecnologia da informação
CAPTA Tecnologia,"4,0",Tecnologia da informação
Falabella,"4,0",Tecnologia da informação
5by5 Soluções em Sistemas,"4,8",Tecnologia da informação
FindUP,"4,0",Tecnologia da informação
Tokopedia,"4,2",Tecnologia da informação
Tron Informática,"4,2",Tecnologia da informação
RELX,"4,0",Tecnologia da informação
Pactera,"4,0",Tecnologia da informação
Diffusely,"4,0",Tecnologia da informação
ITS Group,"4,0",Tecnologia da informação
Bravium,"4,0",Tecnologia da informação
Listenx,"4,4",Tecnologia da informação
Stoom,"4,4",Tecnologia da informação
JBQ.Global,"4,3",Tecnologia da informação
MakeMyTrip,"4,3",Tecnologia da informação
Varonis Systems,"4,0",Tecnologia da informação
Ideals,"4,8",Tecnologia da informação
Aruba Networks,"4,1",Tecnologia da informação
Estuda.com,"4,1",Tecnologia da informação
4Linux,"4,5",Tecnologia da informação
Truewind,"4,0",Tecnologia da informação
Aiko (Brazil),"4,1",Tecnologia da informação
Linx,"4,1",Tecnologia da informação
Kapsch,"4,0",Tecnologia da informação
Kstack,"4,7",Tecnologia da informação
Jungle Scout,"4,4",Tecnologia da informação
Br24,"4,1",Tecnologia da informação
Econverse,"4,3",Tecnologia da informação
Develcode Tecnologia em Sistemas,"4,7",Tecnologia da informação
Syniti,"4,2",Tecnologia da informação
GitLab,"4,1",Tecnologia da informação
Duda,"4,4",Tecnologia da informação
FAST (Brazil),"4,3",Tecnologia da informação
Tigabytes,"4,3",Tecnologia da informação
Kyte,"4,6",Tecnologia da informação
Jungle Devs,"4,5",Tecnologia da informação
Alfa Financial Software,"4,2",Tecnologia da informação
Gojek,"4,0",Tecnologia da informação
ProFUSION Embedded Systems,"4,3",Tecnologia da informação
ToLife,"4,0",Tecnologia da informação
Astek,"4,0",Tecnologia da informação
Sys4b Cloud Computing,"4,2",Tecnologia da informação
HackerOne,"4,0",Tecnologia da informação
MAPS (Brazil),"4,1",Tecnologia da informação
Epimed Solutions,"4,6",Tecnologia da informação
Pix Force,"4,0",Tecnologia da informação
Planful,"4,7",Tecnologia da informação
Arius Sistemas,"4,4",Tecnologia da informação
Lemon Energia,"4,1",Tecnologia da informação
Vibe Tecnologia,"4,4",Tecnologia da informação
Jetbov,"4,0",Tecnologia da informação
Keevo,"4,5",Tecnologia da informação
Agendor,"4,7",Tecnologia da informação
NeoSOFT,"4,0",Tecnologia da informação
Vixting,"4,4",Tecnologia da informação
Adaptive (Brazil),"4,2",Tecnologia da informação
Optibus,"4,3",Tecnologia da informação
QuickSoft (Brazil),"4,0",Tecnologia da informação
Customertimes,"4,4",Tecnologia da informação
eSales,"4,2",Tecnologia da informação
Exness,"4,4",Tecnologia da informação
Softfocus,"4,4",Tecnologia da informação
Simples Dental Software,"4,6",Tecnologia da informação
Hexacta,"4,2",Tecnologia da informação
Snowman Labs,"4,4",Tecnologia da informação
Better Now,"4,9",Tecnologia da informação
Linear Sistemas,"4,5",Tecnologia da informação
uMov.me,"4,6",Tecnologia da informação
Flextronics Instituto de Tecnologia,"4,2",Tecnologia da informação
Delta Global Assistance,"4,2",Tecnologia da informação
OMP,"4,0",Tecnologia da informação
Chama The App,"4,5",Tecnologia da informação
Genetec,"4,4",Tecnologia da informação
Oyster,"4,3",Tecnologia da informação
EDB,"4,1",Tecnologia da informação
Calix,"4,5",Tecnologia da informação
Valid,"4,0",Tecnologia da informação
Astir It Solutions,"4,1",Tecnologia da informação
Ramper,"4,4",Tecnologia da informação
SOU Educação Corporativa,"4,0",Tecnologia da informação
eMotion Studios,"4,1",Tecnologia da informação
Tellabs,"4,0",Tecnologia da informação
Integritas,"4,5",Tecnologia da informação
Nuuvem,"4,3",Tecnologia da informação
Axon,"4,0",Tecnologia da informação
ONCLICK Sistemas,"4,2",Tecnologia da informação
Evoluum,"4,8",Tecnologia da informação
Arista Networks,"4,1",Tecnologia da informação
Laborit,"4,5",Tecnologia da informação
Wayon IT Solutions,"4,2",Tecnologia da informação
Grafana Labs,"4,2",Tecnologia da informação
EZOps Cloud,"4,0",Tecnologia da informação
Spring Global,"4,3",Tecnologia da informação
Accedo Broadband,"4,3",Tecnologia da informação
Vector Solutions,"4,0",Tecnologia da informação
Pin People,"4,5",Tecnologia da informação
Engbras,"4,3",Tecnologia da informação
E-Auditoria,"4,0",Tecnologia da informação
Kingston Technology,"4,3",Tecnologia da informação
Smartsoft International,"4,6",Tecnologia da informação
Intuitive Care,"4,3",Tecnologia da informação
Elofy,"4,2",Tecnologia da informação
Calindra,"4,3",Tecnologia da informação
tech.fit,"4,1",Tecnologia da informação
Newtech,"4,0",Tecnologia da informação
Axonius,"4,1",Tecnologia da informação
Mainô Sistemas,"4,2",Tecnologia da informação
Guarani Sistemas,"4,3",Tecnologia da informação
Vcom Tecnologia,"4,3",Tecnologia da informação
4mti Soluções em Tecnologia e Dados Públicos,"4,1",Tecnologia da informação
OutsmartDigital,"4,2",Tecnologia da informação
Neustar,"4,1",Tecnologia da informação
TOPdesk Brasil,"4,5",Tecnologia da informação
"Klever(São Paulo, Brazil)","4,2",Tecnologia da informação
Samsara,"4,1",Tecnologia da informação
Kolekto,"4,5",Tecnologia da informação
BA Continuum India,"4,2",Tecnologia da informação
CTE,"4,0",Tecnologia da informação
Cognitivo.ai,"4,2",Tecnologia da informação
Evolux,"4,0",Tecnologia da informação
Mediaocean,"4,1",Tecnologia da informação
Ipê Digital,"4,3",Tecnologia da informação
Turno,"4,0",Tecnologia da informação
Despegar.com,"4,0",Tecnologia da informação
Matrix Go,"4,1",Tecnologia da informação
SGA Tecnologia,"4,4",Tecnologia da informação
Eleflow Big Data,"4,8",Tecnologia da informação
Dotcom Team,"4,4",Tecnologia da informação
Taqtile (Brazil),"4,6",Tecnologia da informação
Bravi Software,"4,2",Tecnologia da informação
DataRisk,"4,4",Tecnologia da informação
FMX Soluções em TI,"4,4",Tecnologia da informação
Inovamobil - Inovação Computação Móvel,"4,0",Tecnologia da informação
Obuc,"4,7",Tecnologia da informação
Software Developers,"4,0",Tecnologia da informação
Promobit,"4,0",Tecnologia da informação
Even3,"4,2",Tecnologia da informação
Followize,"4,5",Tecnologia da informação
Nuvolax,"4,7",Tecnologia da informação
PROESC,"4,3",Tecnologia da informação
Muralis Tecnologia,"4,8",Tecnologia da informação
Verx Tecnologia,"4,5",Tecnologia da informação
DevSquad,"4,8",Tecnologia da informação
Niteo,"4,8",Tecnologia da informação
Nvoip,"4,3",Tecnologia da informação
"Log, Lab. Inteligência Digital","4,3",Tecnologia da informação
Lucasfilm,"4,4",Tecnologia da informação
Envolti,"4,0",Tecnologia da informação
Course Hero,"4,5",Tecnologia da informação
oowlish,"4,5",Tecnologia da informação
ChatGuru,"4,2",Tecnologia da informação
Rubeus,"4,4",Tecnologia da informação
Gaudium,"4,6",Tecnologia da informação
Food To Save,"4,3",Tecnologia da informação
Topdata,"4,2",Tecnologia da informação
Prophix,"4,0",Tecnologia da informação
D3 Company,"4,3",Tecnologia da informação
ARVORE Immersive Experiences,"4,2",Tecnologia da informação
Lastlink,"4,3",Tecnologia da informação
ECAD,"4,2",Tecnologia da informação
MatchPoint Solutions,"4,6",Tecnologia da informação
Testa Technologies,"4,8",Tecnologia da informação
Gelato,"4,5",Tecnologia da informação
Prolog App,"4,1",Tecnologia da informação
Popcode Mobile Solutions,"4,5",Tecnologia da informação
Profectum Tecnologia,"4,8",Tecnologia da informação
LEO Learning,"4,0",Tecnologia da informação
Cinnecta,"4,6",Tecnologia da informação
A10 Networks,"4,0",Tecnologia da informação
Runrun.it,"4,0",Tecnologia da informação
GIRO,"4,1",Tecnologia da informação
Adistec,"4,1",Tecnologia da informação
Zygo Tecnologia,"4,0",Tecnologia da informação
DevGrid,"4,5",Tecnologia da informação
Directi,"4,1",Tecnologia da informação
ZRP Aplicações Informáticas,"4,8",Tecnologia da informação
BigID,"4,2",Tecnologia da informação
Jampp,"4,3",Tecnologia da informação
ATEM,"4,1",Tecnologia da informação
Interact Solutions,"4,4",Tecnologia da informação
Noventiq,"4,0",Tecnologia da informação
GolSat,"4,0",Tecnologia da informação
Ecobonuz,"4,5",Tecnologia da informação
Proative Soluções em Tecnologia Da Informacao,"4,1",Tecnologia da informação
Volanty,"4,6",Tecnologia da informação
Investtools,"4,3",Tecnologia da informação
Ubistart,"4,7",Tecnologia da informação
Infraspeak,"4,4",Tecnologia da informação
Trio,"4,2",Tecnologia da informação
Aggrandize,"4,7",Tecnologia da informação
Entrata India,"4,1",Tecnologia da informação
InAllMedia,"4,3",Tecnologia da informação
Snapdeal,"4,1",Tecnologia da informação
Calypso Technology,"4,1",Tecnologia da informação
Jedis,"4,1",Tecnologia da informação
Newfire Global Partners,"4,3",Tecnologia da informação
Faster,"4,2",Tecnologia da informação
Keep it Simple (NJ),"4,3",Tecnologia da informação
RELEX Solutions,"4,5",Tecnologia da informação
Nextly,"4,9",Tecnologia da informação
Agis Distribuição,"4,1",Tecnologia da informação
Bagy,"4,7",Tecnologia da informação
Latitude.sh,"4,4",Tecnologia da informação
Mantel Group,"4,6",Tecnologia da informação
QIWI,"4,5",Tecnologia da informação
Maxtrack,"4,0",Tecnologia da informação
Agency Enterprise Studio,"4,1",Tecnologia da informação
Agrosmart,"4,0",Tecnologia da informação
Tecsinapse,"4,2",Tecnologia da informação
Strati,"4,2",Tecnologia da informação
Dinamio,"4,2",Tecnologia da informação
SRA International,"4,2",Tecnologia da informação
Beta Learning,"4,8",Tecnologia da informação
ACP Group (Brazil),"4,6",Tecnologia da informação
Epicor Software,"4,1",Tecnologia da informação
Grupo Iv2,"4,0",Tecnologia da informação
Integra Micro Software Services (P),"4,1",Tecnologia da informação
Personare,"4,3",Tecnologia da informação
Radix,"4,2",Tecnologia da informação
Lab2dev,"5,0",Tecnologia da informação
Photon,"4,1",Tecnologia da informação
Ben Fatto,"5,0",Tecnologia da informação
OCTO Technology,"4,0",Tecnologia da informação
Sizebay,"4,3",Tecnologia da informação
Room 8 Studio,"4,1",Tecnologia da informação
Miratech,"4,5",Tecnologia da informação
Praxent,"4,8",Tecnologia da informação
WeService,"4,1",Tecnologia da informação
Sauter Tecnologia,"4,1",Tecnologia da informação
ATRA Informática,"4,6",Tecnologia da informação
Rox Partner,"4,1",Tecnologia da informação
Gofind.Online,"4,2",Tecnologia da informação
MG Info,"4,3",Tecnologia da informação
Swisscom,"4,2",Tecnologia da informação
Infinity Systems & Solutions,"4,4",Tecnologia da informação
Um Telecom,"4,0",Tecnologia da informação
Prevision,"4,3",Tecnologia da informação
Traktor Tração Digital,"4,7",Tecnologia da informação
Trakto,"4,0",Tecnologia da informação
WarmUP Consulting,"4,0",Tecnologia da informação
Taqtile,"4,4",Tecnologia da informação
Fácil Espaider,"4,4",Tecnologia da informação
Voodoo,"4,4",Tecnologia da informação
3Cloud,"4,1",Tecnologia da informação
Duolingo,"4,2",Tecnologia da informação
Triider,"4,4",Tecnologia da informação
TranscribeMe,"4,1",Tecnologia da informação
"Quora, Inc.","4,3",Tecnologia da informação
Carambola,"4,2",Tecnologia da informação
FireEye,"4,4",Tecnologia da informação
Mobi7,"4,2",Tecnologia da informação
DANIEL,"4,1",Tecnologia da informação
EGS,"4,2",Tecnologia da informação
Urban,"4,3",Tecnologia da informação
Legiti,"4,7",Tecnologia da informação
Genesis Global,"4,1",Tecnologia da informação
Google DeepMind,"4,2",Tecnologia da informação
B8One,"4,1",Tecnologia da informação
iZap Brasil,"4,1",Tecnologia da informação
Excell,"4,1",Tecnologia da informação
Lighthouse,"4,0",Tecnologia da informação
Nuvem Tecnologia,"4,3",Tecnologia da informação
Multiedro,"4,2",Tecnologia da informação
Poli Digital,"4,4",Tecnologia da informação
Virtual Employee,"4,2",Tecnologia da informação
ClickUp,"4,0",Tecnologia da informação
Itelios,"4,0",Tecnologia da informação
J J J Microsystems,"4,3",Tecnologia da informação
HiperStream,"4,0",Tecnologia da informação
Blite,"4,7",Tecnologia da informação
Inspira Tecnologia,"5,0",Tecnologia da informação
Global TI,"4,2",Tecnologia da informação
Hughes Systique,"4,3",Tecnologia da informação
Líax,"4,2",Tecnologia da informação
moksha8 Pharmaceuticals,"4,0",Tecnologia da informação
Fusion Consultoria,"4,0",Tecnologia da informação
Avco consulting,"4,4",Tecnologia da informação
Squad,"4,3",Tecnologia da informação
Espresso Labs,"4,8",Tecnologia da informação
Gobrax,"4,5",Tecnologia da informação
Verhaw,"4,2",Tecnologia da informação
Nexforce,"4,4",Tecnologia da informação
Tanium,"4,3",Tecnologia da informação
Field Control,"4,1",Tecnologia da informação
ClickSoftware,"4,3",Tecnologia da informação
Tiflux,"4,6",Tecnologia da informação
Golfleet,"4,4",Tecnologia da informação
Sponte,"4,2",Tecnologia da informação
Blueshift,"4,2",Tecnologia da informação
Chili Piper,"4,4",Tecnologia da informação
Dextra Technologies,"4,0",Tecnologia da informação
Devsu,"4,5",Tecnologia da informação
It4us,"4,4",Tecnologia da informação
TrueNorth,"4,0",Tecnologia da informação
Robbyson,"4,2",Tecnologia da informação
iMedicina,"4,3",Tecnologia da informação
Captei,"4,1",Tecnologia da informação
Innolevels,"4,4",Tecnologia da informação
Nkey,"4,5",Tecnologia da informação
Escotta Consulting,"4,9",Tecnologia da informação
Neomed,"4,5",Tecnologia da informação
Monkey Exchange,"4,4",Tecnologia da informação
NICE Actimize,"4,3",Tecnologia da informação
CV - Construtor de Vendas,"4,4",Tecnologia da informação
Vetta Group,"4,3",Tecnologia da informação
DEx01,"4,9",Tecnologia da informação
DANRESA,"4,0",Tecnologia da informação
Storyblok,"4,2",Tecnologia da informação
CRM Educacional,"4,1",Tecnologia da informação
Inpetro Technologies,"4,0",Tecnologia da informação
Precisely,"4,1",Tecnologia da informação
Lume Tecnologia,"4,2",Tecnologia da informação
"NTT Global Data Centers Americas, Inc.","4,4",Tecnologia da informação
200DEV,"4,1",Tecnologia da informação
Netpartners,"4,1",Tecnologia da informação
Arcotech,"4,4",Tecnologia da informação
Rubcube,"4,3",Tecnologia da informação
DataRain Consulting,"4,4",Tecnologia da informação
J. Crew,"4,0",Tecnologia da informação
"Infovision, Inc.","4,0",Tecnologia da informação
DataStax,"4,0",Tecnologia da informação
wk job hub,"4,9",Tecnologia da informação
RS Software,"4,0",Tecnologia da informação
Moon Active,"4,3",Tecnologia da informação
Ikatec,"4,7",Tecnologia da informação
Forter,"4,2",Tecnologia da informação
Five Acts,"4,3",Tecnologia da informação
Ion Sistemas,"4,7",Tecnologia da informação
Online Business Systems,"4,1",Tecnologia da informação
SirionLabs,"4,5",Tecnologia da informação
CWS Digital,"4,3",Tecnologia da informação
Clio,"4,0",Tecnologia da informação
AgreeYa Solutions,"4,4",Tecnologia da informação
_VOIS,"4,1",Tecnologia da informação
Par Perfeito,"4,0",Tecnologia da informação
Pythian,"4,0",Tecnologia da informação
Nave.rs,"4,4",Tecnologia da informação
Studio Visual,"4,3",Tecnologia da informação
Wego,"4,5",Tecnologia da informação
Glu Mobile,"4,2",Tecnologia da informação
Mitrais,"4,5",Tecnologia da informação
The Trade Desk,"4,2",Tecnologia da informação
Peopleware Tecnologia,"4,0",Tecnologia da informação
Sigma Software,"4,4",Tecnologia da informação
i9xp,"4,5",Tecnologia da informação
Casar.com,"4,2",Tecnologia da informação
Soft Trade,"4,2",Tecnologia da informação
Toggl,"4,6",Tecnologia da informação
Nexti,"4,2",Tecnologia da informação
Facilit,"4,1",Tecnologia da informação
Eureka (Brazil),"4,7",Tecnologia da informação
L3,"4,3",Tecnologia da informação
New Rizon,"4,2",Tecnologia da informação
Digital Republic (Brazil),"4,1",Tecnologia da informação
